GUID,ItemName,ElementName,ElementType,ElementCategory,ElementFamily Name,ElementSystem Classification,CADmep+Service,CADmep+Service Type,ElementFabrication Service Name,ElementSize,ElementNominal Diameter,ElementArea,CADmep+Area,ElementLength,CADmep+Length/Angle,AttributesLength,AutoCadLength,ElementWeight,Tekla QuantityWeight,CADmep+Weight,SDS2_GeneralMember_Net_Weight,Code,Description
48a41cdd-125e-42a7-8b24-1ef701c864b6,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864b7,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864ba,M - Price-SDV-HWC,SDV Size 10 (HALTON),"FamilySymbol ""SDV Size 10 (HALTON)"", #2278532",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,44.556,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864bd,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864c0,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864c4,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864ca,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864cd,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864d0,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864d4,M - Price-SDV-HWC,SDV Size 10 (HALTON),"FamilySymbol ""SDV Size 10 (HALTON)"", #2278532",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,44.556,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864d7,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864db,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864dc,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864dd,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864e8,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864ed,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864f3,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864f4,M - Price-SDV-HWC,SDV Size 10 (HALTON),"FamilySymbol ""SDV Size 10 (HALTON)"", #2278532",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,44.556,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864f5,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864f6,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864f7,M - Price-SDV-HWC,SDV Size 06,"FamilySymbol ""SDV Size 06"", #1004923",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,37.921,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864f8,M - Price-SDV-HWC,SDV Size 08,"FamilySymbol ""SDV Size 08"", #1004924",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,39.308,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864fb,Antec_Controls-Valves-Size(108-114)-Medium_Pressure-Slip_Connection-Horizontal-Price_Industries,VV - Size 114,"FamilySymbol ""VV - Size 114"", #1005146",Mechanical Equipment,Supply Air,Supply Air,,,,,,13.695,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864fc,Antec_Controls-Valves-Size(108-114)-Medium_Pressure-Slip_Connection-Horizontal-Price_Industries,VV - Size 114,"FamilySymbol ""VV - Size 114"", #1005146",Mechanical Equipment,Supply Air,Supply Air,,,,,,12.708,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c864fd,M - Price-SDV-HWC,SDV Size 10,"FamilySymbol ""SDV Size 10"", #1004925",Mechanical Equipment,Supply Air,Supply Air,Hydronic Return,Hydronic Supply,Supply Air,Power,Hydronic Return,,,,,,41.968,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8661f,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c86621,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c86640,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86641,Supply Diffuser - Round Neck,24x24 - 8 Neck,"FamilySymbol ""24x24 - 8 Neck"", #1004895",Air Terminals,Supply Air,Supply Air,,,,8ø,,8.701,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86642,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86643,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86644,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86645,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86646,Supply Diffuser - Round Neck,24x24 - 8 Neck,"FamilySymbol ""24x24 - 8 Neck"", #1004895",Air Terminals,Supply Air,Supply Air,,,,8ø,,8.701,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86647,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86648,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86649,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8664a,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8664b,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8664c,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8664d,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8664e,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8664f,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86650,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86651,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86652,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86653,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86654,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86655,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86656,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86657,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86658,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86659,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8665a,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8665b,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8665c,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8665d,Supply Diffuser - Round Neck,24X24 - 12 Neck,"FamilySymbol ""24X24 - 12 Neck"", #1004897",Air Terminals,Supply Air,Supply Air,,,,12ø,,9.297,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8665e,Supply Diffuser - Round Neck,24x24 - 8 Neck,"FamilySymbol ""24x24 - 8 Neck"", #1004895",Air Terminals,Supply Air,Supply Air,,,,8ø,,8.701,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8665f,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86663,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c86669,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c8666b,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c86670,Supply Diffuser - Round Neck,12x12 - 8 Neck,"FamilySymbol ""12x12 - 8 Neck"", #1004900",Air Terminals,Supply Air,Supply Air,,,,8ø,,2.915,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86671,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86672,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86673,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86674,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86675,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86676,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86677,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86678,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86679,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8667a,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8667b,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8667c,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8667d,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8667e,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c8667f,Supply Diffuser - Round Neck,12x12 - 6 Neck,"FamilySymbol ""12x12 - 6 Neck"", #1004899",Air Terminals,Supply Air,Supply Air,,,,6ø,,2.608,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86682,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c86684,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c86691,Supply Diffuser - Round Neck,24x24 - 10 Neck,"FamilySymbol ""24x24 - 10 Neck"", #1004896",Air Terminals,Supply Air,Supply Air,,,,10ø,,8.969,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c86693,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c8669a,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866a0,Supply Diffuser - Round Neck,24x24 - 6 Neck,"FamilySymbol ""24x24 - 6 Neck"", #1004894",Air Terminals,Supply Air,Supply Air,,,,6ø,,8.486,,,,,,,,,,23 37 13,"Diffusers, Registers, and Grilles"
48a41cdd-125e-42a7-8b24-1ef701c866a6,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866aa,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866b0,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866b4,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866ba,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866c1,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866c3,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866c5,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866c7,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866c9,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
48a41cdd-125e-42a7-8b24-1ef701c866cb,Flex Duct Round,Flex - Round,"FlexDuctType ""Flex - Round"", #139193",Flex Ducts,Supply Air,Supply Air,,,,,,,,,,,,,,,,23 33 46,Flexible Ducts
